0.653709442409981,[22925.84950770251]
0.69095319770411,[37318.45362180105]
0.795076390440071,[71192.19104323204]
0.749746277480986,[85006.59187790264]
0.782107880683929,[158144.8248475748]
0.797295334756997,[27078.304562756388]
0.890125743069309,[15781.495667743171]
0.902270800554662,[34336.84258408016]
0.90339896926137,[73227.11274638571]
0.975594052354588,[123262.81975159844]
0.978400926842838,[148148.87244489638]
0.755035085946923,[2614.9661168741454]
0.936117521591954,[6667.510463691378]
0.868264192114349,[22384.821421209355]
0.98368050620316,[62298.299167612524]
0.906806316800528,[104984.57003131357]
0.940854956686288,[117256.05868574345]
0.949591026258826,[142884.26439050236]
0.948239983757565,[145918.93508594594]
0.968302713036534,[195334.12246993213]
0.977479990840785,[240634.25027197518]
0.882271798363317,[3782.111981217902]
0.723566284756892,[13144.187480565195]
0.615248075533322,[10506.92058478823]
0.960211540508936,[31255.281320957565]
0.845570035023131,[38259.09547957572]
0.880912472424207,[49705.60186681858]
0.908347980340093,[91170.29873382833]
0.583065152646072,[2326.6943662208078]
0.766608126954868,[4863.16343242014]
0.879927597099427,[3521265.6706573335]
0.992127216447135,[4455036.883538264]
0.890145627486964,[1248005.1547046215]
0.903140619531842,[1247236.6730574928]
0.939182902719016,[874488.6860537324]
0.638169473499843,[63001.09117785519]
0.697100398236665,[30389.371496140833]
0.878349244822416,[4948.761340692615]
0.652011320271337,[8647.573253529561]
0.717196966387176,[5783.787323025803]
0.670996112284827,[16496.66759184558]
0.657953957127994,[24600.882914001722]
0.681431447519397,[33404.35957279]
0.839496430154325,[12148.084687542396]
0.528421203315143,[1298.9490367039375]
0.914773288697009,[5633.078082190692]
0.944186366471097,[404423.0244206888]
0.973491388764492,[44072.29526632318]
0.973490387866344,[49561.380132345985]
0.953892682817426,[3818.776486898202]
0.646782637059712,[2480.819236019314]
0.873123045271247,[148654.90193454394]
0.886492073432781,[165466.33860670734]
0.86527580705001,[133659.00223894932]
0.870384362747327,[77963.02516856299]
0.714924805037834,[6480.148203492475]
